seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
k141_97819	1	2	52	1192	0.98	0.98	1	2	52	1192	NA	NA	0	1	2	52	1192	0.98	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_97819||full	0.98	ssDNA
k141_97697	1	3	2	1285	0.98	0.98	1	3	2	1285	NA	NA	0	1	3	2	1285	0.98	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_97697||full	0.98	ssDNA
k141_97474	1	3	216	1107	0.827	0.827	1	3	216	1107	NA	NA	0	1	3	216	1107	0.827	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_97474||full	0.827	dsDNAphage
k141_97424	1	3	2	1428	0.793	0.793	1	3	2	1428	NA	NA	0	1	3	2	1428	0.793	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_97424||full	0.793	dsDNAphage
k141_97416	1	2	137	1051	1.0	1.0	1	2	137	1051	NA	NA	0	1	2	137	1051	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_97416||full	1.0	ssDNA
k141_97414	1	3	163	1438	0.913	0.913	1	3	163	1438	NA	NA	0	1	3	163	1438	0.913	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_97414||full	0.913	ssDNA
k141_97216	1	3	3	1129	0.927	0.927	1	3	3	1129	NA	NA	0	1	3	3	1129	0.927	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_97216||full	0.927	dsDNAphage
k141_97189	1	3	3	1473	0.7	0.7	1	3	3	1473	NA	NA	0	1	3	3	1473	0.7	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_97189||full	0.7	dsDNAphage
k141_97181	1	3	2	1109	0.847	0.847	1	3	2	1109	NA	NA	0	1	3	2	1109	0.847	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_97181||full	0.847	ssDNA
k141_97150	1	3	3	1641	0.787	0.787	1	3	3	1641	NA	NA	0	1	3	3	1641	0.787	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_97150||full	0.787	dsDNAphage
k141_97037	1	3	3	1153	1.0	1.0	1	3	3	1153	NA	NA	0	1	3	3	1153	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_97037||full	1.0	ssDNA
k141_97006	1	3	3	1853	0.6	0.6	1	3	3	1853	NA	NA	0	1	3	3	1853	0.6	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_97006||full	0.6	dsDNAphage
k141_97005	1	5	3	2271	0.647	0.647	1	5	3	2271	NA	NA	0	1	5	3	2271	0.647	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	k141_97005||full	0.647	dsDNAphage
k141_9698	1	4	1	1216	0.827	0.827	1	4	1	1216	NA	NA	0	1	4	1	1216	0.827	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	k141_9698||full	0.827	ssDNA
k141_96817	1	3	2	1695	0.567	0.567	1	3	2	1695	NA	NA	0	1	3	2	1695	0.567	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_96817||full	0.567	dsDNAphage
k141_96706	1	2	1	2571	0.713	0.713	1	2	1	2571	NA	NA	0	1	2	1	2571	0.713	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_96706||full	0.713	ssDNA
k141_96683	1	2	3	962	1.0	1.0	1	2	3	962	NA	NA	0	1	2	3	962	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_96683||full	1.0	ssDNA
k141_9656	1	2	17	1677	0.96	0.96	1	2	17	1677	NA	NA	0	1	2	17	1677	0.96	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	k141_9656||full	0.96	dsDNAphage
k141_96375	1	4	2	1574	0.987	0.987	1	4	2	1574	NA	NA	0	1	4	2	1574	0.987	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_96375||full	0.987	ssDNA
k141_96223	1	4	273	3910	0.673	0.673	1	4	273	3910	NA	NA	0	1	4	273	3910	0.673	0.0	0.0	0.0	75.0	25.0	0.0	0	dsDNAphage	linear	k141_96223||full	0.673	dsDNAphage
k141_96216	1	3	1	1120	0.973	0.973	1	3	1	1120	NA	NA	0	1	3	1	1120	0.973	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_96216||full	0.973	ssDNA
k141_96061	1	7	1	2957	0.767	0.767	1	7	1	2957	NA	NA	0	1	7	1	2957	0.767	0.0	0.0	0.0	28.6	0.0	71.4	0	dsDNAphage	linear	k141_96061||full	0.767	dsDNAphage
k141_95800	1	5	3	1955	0.973	0.973	1	5	3	1955	NA	NA	0	1	5	3	1955	0.973	0.0	0.0	0.0	80.0	0.0	20.0	0	ssDNA	linear	k141_95800||full	0.973	ssDNA
k141_9567	1	5	2	1705	0.973	0.973	1	5	2	1705	NA	NA	0	1	5	2	1705	0.973	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	k141_9567||full	0.973	dsDNAphage
k141_95616	1	2	618	1370	0.5	0.5	1	2	618	1370	NA	NA	0	1	2	618	1370	0.5	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_95616||full	0.5	ssDNA
k141_95483	1	2	2	1365	0.507	0.507	1	2	2	1365	NA	NA	0	1	2	2	1365	0.507	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_95483||full	0.507	dsDNAphage
k141_95315	1	3	2	1803	0.833	0.833	1	3	2	1803	NA	NA	0	1	3	2	1803	0.833	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_95315||full	0.833	dsDNAphage
k141_95227	1	4	2	1855	0.727	0.727	1	4	2	1855	NA	NA	0	1	4	2	1855	0.727	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	k141_95227||full	0.727	dsDNAphage
k141_95183	1	3	3	1107	0.68	0.68	1	3	3	1107	NA	NA	0	1	3	3	1107	0.68	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_95183||full	0.68	dsDNAphage
k141_95093	1	3	1	1169	0.967	0.967	1	3	1	1169	NA	NA	0	1	3	1	1169	0.967	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_95093||full	0.967	ssDNA
k141_95025	1	3	57	1824	0.847	0.847	1	3	57	1824	NA	NA	0	1	3	57	1824	0.847	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_95025||full	0.847	dsDNAphage
k141_95014	1	2	38	1496	0.86	0.86	1	2	38	1496	NA	NA	0	1	2	38	1496	0.86	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_95014||full	0.86	ssDNA
k141_94947	1	4	1	2392	1.0	1.0	1	4	1	2392	NA	NA	0	1	4	1	2392	1.0	0.0	0.0	0.0	75.0	0.0	25.0	0	ssDNA	linear	k141_94947||full	1.0	ssDNA
k141_94688	1	3	161	1749	0.953	0.953	1	3	161	1749	NA	NA	0	1	3	161	1749	0.953	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_94688||full	0.953	ssDNA
k141_94641	1	2	3	1236	0.76	0.76	1	2	3	1236	NA	NA	0	1	2	3	1236	0.76	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_94641||full	0.76	ssDNA
k141_94535	1	4	335	2497	1.0	1.0	1	4	335	2497	NA	NA	0	1	4	335	2497	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_94535||full	1.0	ssDNA
k141_94498	1	3	2	2561	0.907	0.907	1	3	2	2561	NA	NA	0	1	3	2	2561	0.907	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_94498||full	0.907	ssDNA
k141_94346	1	2	2	1052	0.907	0.907	1	2	2	1052	NA	NA	0	1	2	2	1052	0.907	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_94346||full	0.907	ssDNA
k141_94104	1	2	3	1186	0.967	0.967	1	2	3	1186	NA	NA	0	1	2	3	1186	0.967	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_94104||full	0.967	ssDNA
k141_93920	1	4	1	2745	0.887	0.887	1	4	1	2745	NA	NA	0	1	4	1	2745	0.887	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_93920||full	0.887	ssDNA
k141_93871	1	4	110	2854	0.893	0.893	1	4	110	2854	NA	NA	0	1	4	110	2854	0.893	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_93871||full	0.893	dsDNAphage
k141_93863	1	4	2	1932	0.567	0.567	1	4	2	1932	NA	NA	0	1	4	2	1932	0.567	0.0	0.0	0.0	25.0	50.0	25.0	0	dsDNAphage	linear	k141_93863||full	0.567	dsDNAphage
k141_93675	1	2	75	1572	1.0	1.0	1	2	75	1572	NA	NA	0	1	2	75	1572	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_93675||full	1.0	ssDNA
k141_93518	1	3	2	1313	0.753	0.753	1	3	2	1313	NA	NA	0	1	3	2	1313	0.753	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_93518||full	0.753	dsDNAphage
k141_93433	1	4	2	1402	0.533	0.533	1	4	2	1402	NA	NA	0	1	4	2	1402	0.533	0.0	25.0	0.0	50.0	25.0	0.0	0	dsDNAphage	linear	k141_93433||full	0.533	dsDNAphage
k141_93342	1	3	1	1033	0.72	0.72	1	3	1	1033	NA	NA	0	1	3	1	1033	0.72	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_93342||full	0.72	dsDNAphage
k141_93259	1	4	31	1886	0.527	0.527	1	4	31	1886	NA	NA	0	1	4	31	1886	0.527	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_93259||full	0.527	dsDNAphage
k141_93238	1	2	14	1192	1.0	1.0	1	2	14	1192	NA	NA	0	1	2	14	1192	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_93238||full	1.0	ssDNA
k141_93195	1	2	2	900	0.667	0.667	1	2	2	900	NA	NA	0	1	2	2	900	0.667	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_93195||full	0.667	dsDNAphage
k141_93111	1	5	3	1121	0.993	0.993	1	5	3	1121	NA	NA	0	1	5	3	1121	0.993	0.0	0.0	0.0	40.0	0.0	60.0	0	dsDNAphage	linear	k141_93111||full	0.993	dsDNAphage
k141_93099	1	2	1	1223	0.833	0.833	1	2	1	1223	NA	NA	0	1	2	1	1223	0.833	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	k141_93099||full	0.833	dsDNAphage
k141_93062	1	3	3	1242	0.96	0.96	1	3	3	1242	NA	NA	0	1	3	3	1242	0.96	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_93062||full	0.96	ssDNA
k141_92861	1	3	2	1112	0.973	0.973	1	3	2	1112	NA	NA	0	1	3	2	1112	0.973	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_92861||full	0.973	ssDNA
k141_92733	1	3	1	2259	0.947	0.947	1	3	1	2259	NA	NA	0	1	3	1	2259	0.947	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_92733||full	0.947	ssDNA
k141_92599	1	2	127	2948	0.513	0.513	1	2	127	2948	NA	NA	0	1	2	127	2948	0.513	0.0	0.0	0.0	50.0	50.0	0.0	0	dsDNAphage	linear	k141_92599||full	0.513	dsDNAphage
k141_92490	1	2	4	1706	0.54	0.54	1	2	4	1706	NA	NA	0	1	2	4	1706	0.54	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_92490||full	0.54	dsDNAphage
k141_92293	1	2	39	1225	0.993	0.993	1	2	39	1225	NA	NA	0	1	2	39	1225	0.993	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_92293||full	0.993	ssDNA
k141_92242	1	3	1	1087	0.513	0.513	1	3	1	1087	NA	NA	0	1	3	1	1087	0.513	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_92242||full	0.513	dsDNAphage
k141_92196	1	2	1	1275	0.993	0.993	1	2	1	1275	NA	NA	0	1	2	1	1275	0.993	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_92196||full	0.993	ssDNA
k141_92113	1	2	3	924	0.66	0.66	1	2	3	924	NA	NA	0	1	2	3	924	0.66	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_92113||full	0.66	ssDNA
k141_92091	1	2	2	835	0.987	0.987	1	2	2	835	NA	NA	0	1	2	2	835	0.987	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_92091||full	0.987	ssDNA
k141_92062	1	4	1	2762	0.993	0.993	1	4	1	2762	NA	NA	0	1	4	1	2762	0.993	0.0	0.0	0.0	100.0	0.0	0.0	3	dsDNAphage	linear	k141_92062||full	0.993	dsDNAphage
k141_91998	1	8	3	4130	0.74	0.74	1	8	3	4130	NA	NA	0	1	8	3	4130	0.74	0.0	0.0	0.0	37.5	12.5	50.0	0	dsDNAphage	linear	k141_91998||full	0.74	dsDNAphage
k141_91988	1	3	3	1802	0.853	0.853	1	3	3	1802	NA	NA	0	1	3	3	1802	0.853	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_91988||full	0.853	ssDNA
k141_91909	1	6	3	2920	0.507	0.507	1	6	3	2920	NA	NA	0	1	6	3	2920	0.507	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_91909||full	0.507	dsDNAphage
k141_91878	1	2	1	1014	0.913	0.913	1	2	1	1014	NA	NA	0	1	2	1	1014	0.913	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_91878||full	0.913	ssDNA
k141_91799	1	4	1	1314	0.807	0.807	1	4	1	1314	NA	NA	0	1	4	1	1314	0.807	0.0	0.0	0.0	50.0	25.0	25.0	0	dsDNAphage	linear	k141_91799||full	0.807	dsDNAphage
k141_91621	1	3	2	1209	0.847	0.847	1	3	2	1209	NA	NA	0	1	3	2	1209	0.847	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_91621||full	0.847	ssDNA
k141_91404	1	3	3	3047	0.593	0.593	1	3	3	3047	NA	NA	0	1	3	3	3047	0.593	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	k141_91404||full	0.593	dsDNAphage
k141_91304	1	3	1	1460	0.547	0.547	1	3	1	1460	NA	NA	0	1	3	1	1460	0.547	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_91304||full	0.547	dsDNAphage
k141_9124	1	3	2	1060	0.987	0.987	1	3	2	1060	NA	NA	0	1	3	2	1060	0.987	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_9124||full	0.987	ssDNA
k141_91132	1	4	1	1104	0.673	0.673	1	4	1	1104	NA	NA	0	1	4	1	1104	0.673	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	k141_91132||full	0.673	dsDNAphage
k141_91080	1	3	2	1578	0.667	0.667	1	3	2	1578	NA	NA	0	1	3	2	1578	0.667	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	k141_91080||full	0.667	dsDNAphage
k141_91038	1	5	6	2311	0.987	0.987	1	5	6	2311	NA	NA	0	1	5	6	2311	0.987	0.0	0.0	0.0	40.0	0.0	60.0	1	dsDNAphage	linear	k141_91038||full	0.987	dsDNAphage
k141_90894	1	3	1	1320	0.94	0.94	1	3	1	1320	NA	NA	0	1	3	1	1320	0.94	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_90894||full	0.94	ssDNA
k141_90829	1	2	2	1180	0.96	0.96	1	2	2	1180	NA	NA	0	1	2	2	1180	0.96	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_90829||full	0.96	ssDNA
k141_90702	1	2	105	1339	0.847	0.847	1	2	105	1339	NA	NA	0	1	2	105	1339	0.847	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_90702||full	0.847	ssDNA
k141_90325	1	7	1	4202	0.667	0.667	1	7	1	4202	NA	NA	0	1	7	1	4202	0.667	0.0	14.3	0.0	28.6	0.0	57.1	0	dsDNAphage	linear	k141_90325||full	0.667	dsDNAphage
k141_89848	1	3	1	1270	0.987	0.987	1	3	1	1270	NA	NA	0	1	3	1	1270	0.987	0.0	0.0	0.0	100.0	0.0	0.0	2	dsDNAphage	linear	k141_89848||full	0.987	dsDNAphage
k141_89548	1	3	1	1291	0.687	0.687	1	3	1	1291	NA	NA	0	1	3	1	1291	0.687	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_89548||full	0.687	dsDNAphage
k141_89330	1	2	2	1094	0.52	0.52	1	2	2	1094	NA	NA	0	1	2	2	1094	0.52	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_89330||full	0.52	dsDNAphage
k141_89236	1	6	2	2226	0.987	0.987	1	6	2	2226	NA	NA	0	1	6	2	2226	0.987	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_89236||full	0.987	ssDNA
k141_89146	1	3	2	1430	1.0	1.0	1	3	2	1430	NA	NA	0	1	3	2	1430	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_89146||full	1.0	ssDNA
k141_89059	1	3	1	1721	0.92	0.92	1	3	1	1721	NA	NA	0	1	3	1	1721	0.92	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_89059||full	0.92	ssDNA
k141_89039	1	2	158	1214	0.773	0.773	1	2	158	1214	NA	NA	0	1	2	158	1214	0.773	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_89039||full	0.773	ssDNA
k141_88858	1	2	23	1062	0.593	0.593	1	2	23	1062	NA	NA	0	1	2	23	1062	0.593	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_88858||full	0.593	dsDNAphage
k141_88736	1	2	385	1003	0.94	0.94	1	2	385	1003	NA	NA	0	1	2	385	1003	0.94	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_88736||full	0.94	ssDNA
k141_88524	1	2	124	1224	0.827	0.827	1	2	124	1224	NA	NA	0	1	2	124	1224	0.827	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_88524||full	0.827	ssDNA
k141_8845	1	2	48	1060	0.513	0.513	1	2	48	1060	NA	NA	0	1	2	48	1060	0.513	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_8845||full	0.513	dsDNAphage
k141_88416	1	3	2	1182	0.92	0.92	1	3	2	1182	NA	NA	0	1	3	2	1182	0.92	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_88416||full	0.92	ssDNA
k141_88255	1	3	33	1162	0.747	0.747	1	3	33	1162	NA	NA	0	1	3	33	1162	0.747	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_88255||full	0.747	dsDNAphage
k141_88131	1	2	234	1083	0.867	0.867	1	2	234	1083	NA	NA	0	1	2	234	1083	0.867	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_88131||full	0.867	ssDNA
k141_87977	1	3	2	1249	0.993	0.993	1	3	2	1249	NA	NA	0	1	3	2	1249	0.993	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	k141_87977||full	0.993	dsDNAphage
k141_87931	1	2	3	1113	1.0	1.0	1	2	3	1113	NA	NA	0	1	2	3	1113	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_87931||full	1.0	ssDNA
k141_87928	1	3	2	1344	0.507	0.507	1	3	2	1344	NA	NA	0	1	3	2	1344	0.507	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_87928||full	0.507	dsDNAphage
k141_87894	1	3	2	1532	0.593	0.593	1	3	2	1532	NA	NA	0	1	3	2	1532	0.593	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_87894||full	0.593	dsDNAphage
k141_87757	1	5	1	2282	0.987	0.987	1	5	1	2282	NA	NA	0	1	5	1	2282	0.987	0.0	0.0	0.0	60.0	0.0	40.0	2	dsDNAphage	linear	k141_87757||full	0.987	dsDNAphage
k141_87500	1	3	300	1623	0.753	0.753	1	3	300	1623	NA	NA	0	1	3	300	1623	0.753	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_87500||full	0.753	dsDNAphage
k141_87384	1	8	2	5278	0.8	0.8	1	8	2	5278	NA	NA	0	1	8	2	5278	0.8	0.0	0.0	0.0	12.5	0.0	87.5	0	dsDNAphage	linear	k141_87384||full	0.8	dsDNAphage
k141_87168	1	3	3	1380	0.633	0.633	1	3	3	1380	NA	NA	0	1	3	3	1380	0.633	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_87168||full	0.633	dsDNAphage
k141_87150	1	4	20	2551	0.973	0.973	1	4	20	2551	NA	NA	0	1	4	20	2551	0.973	0.0	0.0	0.0	75.0	0.0	25.0	0	ssDNA	linear	k141_87150||full	0.973	ssDNA
k141_86943	1	3	217	1949	0.987	0.987	1	3	217	1949	NA	NA	0	1	3	217	1949	0.987	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_86943||full	0.987	ssDNA
k141_86822	1	3	2	1901	0.727	0.727	1	3	2	1901	NA	NA	0	1	3	2	1901	0.727	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_86822||full	0.727	ssDNA
k141_86760	1	3	3	1572	0.607	0.607	1	3	3	1572	NA	NA	0	1	3	3	1572	0.607	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	k141_86760||full	0.607	dsDNAphage
k141_86410	1	2	370	1416	0.687	0.687	1	2	370	1416	NA	NA	0	1	2	370	1416	0.687	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_86410||full	0.687	ssDNA
k141_86319	1	2	19	1384	0.76	0.76	1	2	19	1384	NA	NA	0	1	2	19	1384	0.76	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	k141_86319||full	0.76	dsDNAphage
k141_86225	1	3	3	2176	0.98	0.98	1	3	3	2176	NA	NA	0	1	3	3	2176	0.98	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_86225||full	0.98	ssDNA
k141_86212	1	2	3	1058	0.553	0.553	1	2	3	1058	NA	NA	0	1	2	3	1058	0.553	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_86212||full	0.553	dsDNAphage
k141_86131	1	4	3	1224	0.687	0.687	1	4	3	1224	NA	NA	0	1	4	3	1224	0.687	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_86131||full	0.687	dsDNAphage
